IDs,S,E,labels
9_47124,0.90631,4.29066,0
9_47125,0.76698,19.864,0
9_47126,0.98621,9.45992,0
9_47127,0.936,6.53061,0
9_47128,0.87683,8.39792,0
9_47129,0.83987,13.0306,0
9_47130,0.93213,2.84369,0
9_47131,0.97142,6.32113,0
9_47132,1.1454,8.17758,0
9_47133,0.95252,7.06757,0
9_47134,0.9751,4.14301,0
9_47135,0.8349,10.7973,0
9_47136,0.99465,9.49651,0
9_47137,0.93677,4.38569,0
9_47138,0.85777,6.17115,0
9_47139,0.98076,3.93219,0
9_47140,0.90348,6.97306,0
9_47141,0.90348,6.97306,0
9_47142,0.84189,12.9446,0
9_47143,0.88987,5.45868,0
9_47144,1.0122,11.0532,0
9_47145,1.0122,11.0532,0
9_47146,0.83096,10.4879,0
9_47147,0.98984,9.61724,0
9_47148,0.93733,6.53848,0
9_47149,0.96855,8.89903,0
9_47150,1.0887,1.03312,0
9_47151,0.86052,3.37902,0
9_47152,0.80388,9.10489,0
9_47153,1.1796,8.18477,0
9_47154,0.94159,4.52638,0
9_47155,0.91172,5.92506,0
9_47156,1.0029,6.56816,0
9_47157,1.0029,6.56816,0
9_47158,0.91172,5.92506,0
9_47159,1.0149,1.46825,0
9_47160,0.9454,6.9525,0
9_47161,1.1071,4.38734,0
9_47162,1.0222,2.84422,0
9_47163,0.94606,7.07582,0
9_47164,0.84932,4.82274,0
9_47165,0.97702,3.54095,0
9_47166,1.1109,5.38672,0
9_47167,1.0515,1.02375,0
9_47168,1.1205,2.00128,0
9_47169,0.84052,10.7252,0
9_47170,0.76535,19.8897,0
9_47171,1.1886,7.97801,0
9_47172,1.114,5.52076,0
9_47173,1.156,6.70765,0
9_47174,0.79932,4.14061,0
9_47175,1.1546,6.74386,0
9_47176,1.0496,3.11448,0
9_47177,1.016,3.37163,0
9_47178,1.1388,6.40295,0
9_47179,0.86867,4.01161,0
9_47180,0.82359,9.47906,0
9_47181,0.99699,9.64367,0
9_47182,0.9879,9.09133,0
9_47183,1.1535,6.85666,0
9_47184,0.98526,9.60054,0
9_47185,1.1649,7.01885,0
9_47186,0.86074,6.7494,0
9_47187,0.8759,8.54448,0
9_47188,0.86074,6.7494,0
9_47189,0.8759,8.54448,0
9_47190,0.9001,3.8863,0
9_47191,0.97047,8.95891,0
9_47192,1.0796,3.07417,0
9_47193,0.86329,3.67704,0
9_47194,1.0796,4.09391,0
9_47195,0.72806,6.69849,0
9_47196,1.216,9.10764,0
9_47197,1.216,9.10764,0
9_47198,1.216,9.10764,0
9_47199,1.216,9.10764,0
9_47200,1.216,9.10764,0
9_47201,1.216,9.10764,0
9_47202,1.0041,4.72286,0
9_47203,1.216,9.10764,0
9_47204,1.216,9.10764,0
9_47205,1.216,9.10764,0
9_47206,1.0041,4.72286,0
9_47207,1.216,9.10764,0
9_47208,1.216,9.10764,0
9_47209,1.216,9.10764,0
9_47210,1.216,9.10764,0
9_47211,1.0041,4.72286,0
9_47212,1.216,9.10764,0
9_47213,1.216,9.10764,0
9_47214,1.216,9.10764,0
9_47215,1.216,9.10764,0
9_47216,1.0041,4.72286,0
9_47217,1.216,9.10764,0
9_47218,1.0041,4.72286,0
9_47219,1.216,9.10764,0
9_47220,1.216,9.10764,0
9_47221,1.0041,4.72286,0
9_47222,1.0041,4.72286,0
9_47223,1.216,9.10764,0
9_47224,1.216,9.10764,0
9_47225,1.216,9.10764,0
9_47226,1.216,9.10764,0
9_47227,1.216,9.10764,0
9_47228,1.216,9.10764,0
9_47229,1.216,9.10764,0
9_47230,1.216,9.10764,0
9_47231,0.96854,8.84591,0
9_47232,1.0154,3.43909,0
9_47233,1.069,4.35717,0
9_47234,0.84313,7.92226,0
9_47235,0.97383,9.38488,0
9_47236,1.0459,0.98473,0
9_47237,1.1386,6.26457,0
9_47238,1.102,6.18865,0
9_47239,0.77096,19.9554,0
9_47240,1.1682,7.27411,0
9_47241,0.98539,2.65282,0
9_47242,0.85891,3.45092,0
9_47243,1.0218,4.68858,0
9_47244,0.72891,6.00788,0
9_47245,0.9757,4.93232,0
9_47246,1.1424,6.55929,0
9_47247,0.96339,6.05789,0
9_47248,0.76423,20.1156,0
9_47249,0.76518,19.557,0
9_47250,0.99177,9.83321,0
9_47251,0.95588,6.03552,0
9_47252,0.98988,7.15454,0
9_47253,0.76919,20.1238,0
9_47254,0.89878,6.3453,0
9_47255,0.76393,20.1705,0
9_47256,1.1784,8.19808,0
9_47257,0.87566,8.66225,0
9_47258,0.93652,6.89024,0
9_47259,0.77114,19.9113,0
9_47260,1.1715,8.2755,0
9_47261,0.87538,8.70012,0
9_47262,1.2128,10.6156,0
9_47263,1.2128,10.6156,0
9_47264,1.2128,10.6156,0
9_47265,1.1469,1.53107,0
9_47266,1.2153,10.6953,0
9_47267,1.2153,10.6953,0
9_47268,1.1771,8.26934,0
9_47269,1.2153,10.6953,0
9_47270,0.84495,9.60232,0
9_47271,0.89761,3.07512,0
9_47272,1.094,5.36253,0
9_47273,0.89397,6.60697,0
9_47274,1.1476,6.48167,0
9_47275,0.89952,3.35886,0
9_47276,0.99846,6.81043,0
9_47277,0.91656,6.06604,0
9_47278,0.78567,5.62645,0
9_47279,1.1498,1.58509,0
9_47280,0.8074,8.60988,0
9_47281,0.77011,19.9122,0
9_47282,1.1595,7.07636,0
9_47283,1.0016,6.96801,0
9_47284,0.91667,6.14049,0
9_47285,0.8375,3.41795,0
9_47286,1.153,1.64274,0
9_47287,0.8578,6.8063,0
9_47288,0.96874,4.67224,0
9_47289,0.91499,5.88433,0
9_47290,0.90711,3.96762,0
9_47291,1.0782,2.41612,0
9_47292,0.84609,8.70392,0
9_47293,0.88803,4.3282,0
9_47294,1.1042,3.67652,0
9_47295,0.7688,20.0721,0
9_47296,0.92536,4.45823,0
9_47297,1.1294,1.89886,0
9_47298,0.94504,5.58091,0
9_47299,0.79593,4.34182,0
9_47300,0.81127,8.07931,0
9_47301,0.84931,7.23844,0
9_47302,1.0036,1.85148,0
9_47303,0.89915,4.69954,0
9_47304,0.89963,4.71723,0
9_47305,0.84869,5.04186,0
9_47306,0.82416,9.49051,0
9_47307,0.9376,7.00769,0
9_47308,1.0877,4.38263,0
9_47309,1.1051,5.62,0
9_47310,0.90321,4.31042,0
9_47311,0.98755,4.26124,0
9_47312,0.88339,2.35013,0
9_47313,1.0643,0.920244,0
9_47314,0.76313,19.5663,0
9_47315,0.78762,4.50976,0
9_47316,0.98281,9.65032,0
9_47317,0.93713,7.13245,0
9_47318,0.87628,5.83823,0
9_47319,0.81158,8.82058,0
9_47320,0.8632,4.17989,0
9_47321,0.97757,7.3631,0
9_47322,0.76608,20.3189,0
9_47323,0.78874,4.48134,0
9_47324,0.86758,5.57734,0
9_47325,1.17,7.37035,0
9_47326,0.81529,9.32764,0
9_47327,0.83307,9.96924,0
9_47328,1.1201,2.66012,0
9_47329,1.1201,2.66012,0
9_47330,1.0294,3.28296,0
9_47331,0.91575,5.48847,0
9_47332,0.76508,20.4374,0
9_47333,1.0198,1.73765,0
9_47334,0.76243,19.8117,0
9_47335,0.9824,7.562,0
9_47336,0.78224,6.15453,0
9_47337,0.83808,11.3915,0
9_47338,1.0485,2.39759,0
9_47339,1.0687,3.31095,0
9_47340,1.0852,1.75962,0
9_47341,0.76228,20.0315,0
9_47342,0.82381,8.82819,0
9_47343,0.82482,9.69293,0
9_47344,1.0699,3.35195,0
9_47345,1.0703,3.36584,0
9_47346,1.0967,1.21846,0
9_47347,0.88525,1.99511,0
9_47348,1.1439,2.95884,0
9_47349,0.9852,9.92819,0
9_47350,1.1855,8.51506,0
9_47351,0.8708,6.99638,0
9_47352,0.76619,20.2828,0
9_47353,1.0603,3.43864,0
9_47354,0.82585,9.82416,0
9_47355,0.81205,9.12497,0
9_47356,1.0254,3.73976,0
9_47357,1.0911,2.75751,0
9_47358,1.021,3.8077,0
9_47359,1.1391,2.05348,0
9_47360,0.83862,13.0511,0
9_47361,0.87081,3.92101,0
9_47362,0.83729,12.944,0
9_47363,1.0954,2.15961,0
9_47364,1.0638,3.48854,0
9_47365,1.1855,8.62553,0
9_47366,1.0532,2.52532,0
9_47367,0.76607,20.4956,0
9_47368,0.99832,2.31102,0
9_47369,1.0523,2.57599,0
9_47370,1.1663,4.94558,0
9_47371,0.76862,20.3446,0
9_47372,0.82614,8.88296,0
9_47373,1.1814,7.91802,0
9_47374,0.72591,6.73798,0
9_47375,1.1641,8.54767,0
9_47376,1.1736,7.20187,0
9_47377,0.82612,8.94478,0
9_47378,1.0597,2.655,0
9_47379,1.1569,6.86612,0
9_47380,1.1633,8.52312,0
9_47381,0.77635,4.0136,0
9_47382,0.77635,4.0136,0
9_47383,0.77635,4.0136,0
9_47384,0.77993,21.0109,0
9_47385,0.77993,21.0109,0
9_47386,0.77993,21.0109,0
9_47387,0.89765,1.5267,0
9_47388,0.77993,21.0109,0
9_47389,0.87582,7.36215,0
9_47390,0.87582,7.36215,0
9_47391,0.87582,7.36215,0
9_47392,0.87582,7.36215,0
9_47393,0.77993,21.0109,0
9_47394,0.77993,21.0109,0
9_47395,0.77993,21.0109,0
9_47396,0.77993,21.0109,0
9_47397,0.95386,4.09004,0
9_47398,0.77993,21.0109,0
9_47399,1.0506,4.68266,0
9_47400,0.77993,21.0109,0
9_47401,0.77993,21.0109,0
9_47402,0.77993,21.0109,0
9_47403,0.77993,21.0109,0
9_47404,1.1726,7.33538,0
9_47405,0.98972,10.1072,0
9_47406,1.0693,1.73453,0
9_47407,0.76837,20.6535,0
9_47408,0.88068,2.49369,0
9_47409,0.99796,2.56397,0
9_47410,1.0497,4.79401,0
9_47411,1.0718,1.8023,0
9_47412,1.0147,0.815393,0
9_47413,0.7646,20.5722,0
9_47414,0.89783,3.61416,0
9_47415,0.89751,3.60302,0
9_47416,0.97497,4.15525,0
9_47417,1.0332,3.36563,0
9_47418,0.76782,20.1231,0
9_47419,1.1109,1.56308,0
9_47420,0.83372,10.4093,0
9_47421,1.0183,4.00472,0
9_47422,0.97322,7.37696,0
9_47423,1.0149,3.80595,0
9_47424,0.76318,20.3337,0
9_47425,1.1141,1.6214,0
9_47426,1.0061,4.43914,0
9_47427,1.0061,4.43914,0
9_47428,1.0052,4.46441,0
9_47429,1.0178,4.04628,0
9_47430,1.1689,5.39286,0
9_47431,0.95629,8.3981,0
9_47432,0.95629,8.45322,0
9_47433,1.1371,6.17308,0
9_47434,0.9222,1.81341,0
9_47435,0.97979,3.94185,0
9_47436,0.84383,5.1264,0
9_47437,0.83168,7.22348,0
9_47438,1.1079,5.91479,0
9_47439,1.1079,5.91479,0
9_47440,1.1079,5.91479,0
9_47441,1.1079,5.91479,0
9_47442,1.1652,7.6311,0
9_47443,0.76213,20.5778,0
9_47444,0.72449,6.53892,0
9_47445,1.072,2.87617,0
9_47446,0.98707,7.92848,0
9_47447,0.78498,4.69431,0
9_47448,1.0752,4.16816,0
9_47449,1.0987,1.83759,0
9_47450,1.0819,4.33946,0
9_47451,0.76302,20.5569,0
9_47452,1.0723,2.9293,0
9_47453,0.90957,7.34697,0
9_47454,0.90986,7.36874,0
9_47455,1.0509,1.41898,0
9_47456,0.76504,20.9106,0
9_47457,0.76705,20.95,0
9_47458,0.84568,4.85635,0
9_47459,0.96695,6.37962,0
9_47460,0.78632,4.62033,0
9_47461,1.0267,3.67047,0
9_47462,0.84989,6.45976,0
9_47463,1.1046,2.53511,0
9_47464,0.73079,7.05637,0
9_47465,0.83749,10.6683,0
9_47466,0.83749,10.6683,0
9_47467,0.83537,11.4621,0
9_47468,1.0101,1.05442,0
9_47469,0.99966,2.34004,0
9_47470,1.0503,1.3158,0
9_47471,1.1091,1.99865,0
9_47472,1.0772,1.1377,0
9_47473,0.76691,20.5947,0
9_47474,1.1008,1.5125,0
9_47475,1.1921,8.09401,0
9_47476,0.8729,7.31637,0
9_47477,0.8729,7.31637,0
9_47478,1.1171,6.21188,0
9_47479,0.97138,9.59761,0
9_47480,0.95735,3.1512,0
9_47481,0.98833,8.22774,0
9_47482,0.99415,8.32493,0
9_47483,0.84808,5.36255,0
9_47484,0.8986,1.53548,0
9_47485,1.126,2.17518,0
9_47486,0.80947,7.88131,0
9_47487,1.1348,5.78681,0
9_47488,1.0969,3.45861,0
9_47489,0.76205,20.9782,0
9_47490,0.80867,8.2051,0
9_47491,1.0878,4.52553,0
9_47492,0.96727,7.36578,0
9_47493,0.87578,7.43261,0
9_47494,0.87578,7.43261,0
9_47495,0.87578,7.43261,0
9_47496,0.87578,7.43261,0
9_47497,1.0858,2.76158,0
9_47498,0.96759,6.12427,0
9_47499,0.7663,20.3917,0
9_47500,0.83414,7.81108,0
9_47501,0.72587,6.95313,0
9_47502,0.83739,11.5926,0
9_47503,0.78993,4.6069,0
9_47504,1.1589,2.58459,0
9_47505,1.1589,2.58459,0
9_47506,1.0905,4.60906,0
9_47507,1.031,3.68857,0
9_47508,0.83972,10.6602,0
9_47509,0.81136,8.94817,0
9_47510,0.98808,10.14,0
9_47511,1.1682,9.33002,0
9_47512,1.1338,6.70474,0
9_47513,1.1048,1.72101,0
9_47514,0.8132,9.34857,0
9_47515,0.84106,10.7257,0
9_47516,0.8803,2.42689,0
9_47517,1.1895,7.66615,0
9_47518,0.84251,5.43413,0
9_47519,0.99529,8.62754,0
9_47520,1.1699,9.46706,0
9_47521,0.97274,7.58714,0
9_47522,0.87254,3.83791,0
9_47523,0.98198,4.355,0
9_47524,1.0984,2.05349,0
9_47525,0.85793,9.09017,0
9_47526,1.109,5.56651,0
9_47527,0.83528,13.8639,0
9_47528,1.0706,2.41282,0
9_47529,0.77056,21.0074,0
9_47530,0.77091,21.265,0
9_47531,1.1092,1.78139,0
9_47532,0.7656,20.8571,0
9_47533,0.89931,2.55702,0
9_47534,0.92141,4.65735,0
9_47535,1.1866,7.78849,0
9_47536,0.83579,14.0633,0
9_47537,0.83579,14.0633,0
9_47538,0.8348,13.9985,0
9_47539,0.85076,5.11954,0
9_47540,1.0306,3.76669,0
9_47541,0.83486,14.0626,0
9_47542,0.83506,14.0848,0
9_47543,0.83526,14.1084,0
9_47544,0.76272,21.303,0
9_47545,0.76272,21.303,0
9_47546,0.76272,21.303,0
9_47547,0.97171,5.8153,0
9_47548,0.78548,4.63577,0
9_47549,0.96917,7.1546,0
9_47550,1.0574,3.91234,0
9_47551,0.80253,8.98542,0
9_47552,0.89083,2.76582,0
9_47553,0.76909,20.8427,0
9_47554,1.151,7.92184,0
9_47555,0.98598,4.90691,0
9_47556,1.05,2.08927,0
9_47557,0.98491,2.09311,0
9_47558,0.85543,8.98649,0
9_47559,0.98669,9.83856,0
9_47560,0.83987,10.2184,0
9_47561,0.78546,4.65876,0
9_47562,1.1117,4.50289,0
9_47563,1.1128,5.58892,0
9_47564,1.0232,3.86521,0
9_47565,1.0519,3.74521,0
9_47566,0.8459,5.59283,0
9_47567,1.0226,3.91468,0
9_47568,0.85709,9.13034,0
9_47569,1.1753,9.90087,0
9_47570,0.9765,7.79234,0
9_47571,0.9765,7.79234,0
9_47572,1.1753,9.90087,0
9_47573,1.1753,9.90087,0
9_47574,0.77193,21.4749,0
9_47575,0.93509,3.3536,0
9_47576,1.0334,3.96441,0
9_47577,1.1548,7.44163,0
9_47578,0.85323,8.84796,0
9_47579,1.1864,8.44192,0
9_47580,0.8381,10.7891,0
9_47581,0.82432,9.81909,0
9_47582,1.1761,8.0272,0
9_47583,0.72514,6.12242,0
9_47584,0.95976,5.79924,0
9_47585,0.97844,7.88833,0
9_47586,0.83654,10.6457,0
9_47587,0.98419,9.66976,0
9_47588,0.95171,5.91925,0
9_47589,1.1539,2.85389,0
9_47590,1.1539,2.85389,0
9_47591,0.88049,7.51924,0
9_47592,0.82921,12.7155,0
9_47593,0.81432,9.58513,0
9_47594,0.80002,4.26867,0
9_47595,0.95448,6.02227,0
9_47596,0.88055,7.58436,0
9_47597,0.97659,6.42835,0
9_47598,0.98535,7.70462,0
9_47599,0.98531,2.09209,0
9_47600,0.8558,9.36358,0
9_47601,1.1774,8.23795,0
9_47602,0.84077,10.9312,0
9_47603,0.85366,6.81973,0
9_47604,1.006,4.21702,0
9_47605,0.99223,4.85082,0
9_47606,0.99223,4.85082,0
9_47607,0.79855,4.32481,0
9_47608,0.89971,1.54058,0
9_47609,1.1267,6.20666,0
9_47610,0.85918,9.66085,0
9_47611,0.85918,9.66085,0
9_47612,0.963,9.44316,0
9_47613,1.0502,2.55514,0
9_47614,1.0204,1.15525,0
9_47615,0.98365,7.52452,0
9_47616,1.014,3.17971,0
9_47617,1.014,3.17971,0
9_47618,1.0824,4.53514,0
9_47619,0.95373,5.76976,0
9_47620,0.93292,3.48555,0
9_47621,0.72765,6.48656,0
9_47622,0.85774,9.68611,0
9_47623,0.85636,8.94756,0
9_47624,0.85855,9.73489,0
9_47625,1.021,0.908454,0
9_47626,1.1221,5.8078,0
9_47627,1.0832,1.83491,0
9_47628,0.83806,8.10036,0
9_47629,0.85556,4.93455,0
9_47630,1.0945,1.37275,0
9_47631,0.84453,7.09695,0
9_47632,0.88372,2.28796,0
9_47633,0.93288,3.35811,0
9_47634,1.1783,6.29064,0
9_47635,1.1783,6.29064,0
9_47636,0.84208,11.0855,0
9_47637,0.85344,4.34386,0
9_47638,0.76535,21.3767,0
9_47639,1.081,4.61496,0
9_47640,0.78101,5.01243,0
9_47641,1.0376,4.03224,0
9_47642,1.0514,3.92728,0
9_47643,0.78691,4.56845,0
9_47644,0.78208,8.411,0
9_47645,0.99682,5.00255,0
9_47646,0.8412,11.0915,0
9_47647,0.93193,3.52731,0
9_47648,0.97911,7.56224,0
9_47649,1.0224,2.10234,0
9_47650,0.86817,4.12554,0
9_47651,0.82788,13.1746,0
9_47652,0.72796,5.1857,0
9_47653,0.95944,6.33475,0
9_47654,1.0695,4.6896,0
9_47655,0.96005,9.22566,0
9_47656,0.76485,21.588,0
9_47657,0.99867,4.32031,0
9_47658,0.99891,2.61554,0
9_47659,0.76471,21.5927,0
9_47660,1.03,4.28225,0
9_47661,0.85362,4.41341,0
9_47662,1.0356,1.53327,0
9_47663,0.85692,7.22869,0
9_47664,1.017,4.38723,0
9_47665,0.84071,11.9512,0
9_47666,0.99691,9.08161,0
9_47667,1.1782,3.91488,0
9_47668,1.0495,2.08354,0
9_47669,1.0718,4.8095,0
9_47670,0.81191,9.64229,0
9_47671,0.76709,21.6382,0
9_47672,0.82394,13.2791,0
9_47673,0.85952,9.35196,0
9_47674,0.95866,8.61433,0
9_47675,1.132,2.17188,0
9_47676,1.0591,1.11351,0
9_47677,1.1552,6.76856,0
9_47678,0.81077,9.58852,0
9_47679,0.76607,21.7594,0
9_47680,0.99329,10.3598,0
9_47681,0.76564,21.746,0
9_47682,1.1236,5.69328,0
9_47683,0.78127,8.47555,0
9_47684,1.0947,2.9421,0
9_47685,0.96921,6.71473,0
9_47686,0.94344,3.58471,0
9_47687,0.99367,5.28642,0
9_47688,0.76744,20.8099,0
9_47689,0.76744,20.8099,0
9_47690,0.76744,20.8099,0
9_47691,0.76744,20.8099,0
9_47692,0.7961,3.65804,0
9_47693,1.0006,4.34453,0
9_47694,1.0174,4.4939,0
9_47695,0.98766,9.42343,0
9_47696,0.97864,7.63806,0
9_47697,0.84039,7.33167,0
9_47698,0.98288,7.70282,0
9_47699,0.85305,4.98664,0
9_47700,1.1117,1.66385,0
9_47701,1.1201,5.65065,0
9_47702,0.84606,12.1932,0
9_47703,0.78015,5.13561,0
9_47704,0.98328,7.78835,0
9_47705,1.1274,6.53417,0
9_47706,1.0597,0.62404,0
9_47707,1.0958,4.99222,0
9_47708,1.0958,4.99222,0
9_47709,1.1011,3.07829,0
9_47710,1.0425,4.28114,0
9_47711,1.1559,5.95967,0
9_47712,1.046,1.66829,0
9_47713,0.99542,2.31217,0
9_47714,0.83938,11.8193,0
9_47715,0.7038,6.52751,0
9_47716,0.7038,6.52751,0
9_47717,1.0821,5.02118,0
9_47718,0.99844,10.7342,0
9_47719,0.82219,9.89277,0
9_47720,1.0357,1.44515,0
9_47721,1.0295,2.21535,0
9_47722,0.92443,4.35392,0
9_47723,0.79115,3.80761,0
9_47724,0.82588,11.6323,0
9_47725,0.86437,7.57102,0
9_47726,1.0348,4.30284,0
9_47727,0.96156,1.37419,0
9_47728,1.0271,3.56602,0
9_47729,1.0516,3.61665,0
9_47730,0.76805,19.1865,0
9_47731,0.9867,4.85737,0
9_47732,0.99566,2.99816,0
9_47733,1.1598,6.12416,0
9_47734,1.1598,6.12416,0
9_47735,1.1812,7.53134,0
9_47736,1.0283,2.34605,0
9_47737,1.1128,3.18494,0
9_47738,0.84143,3.28146,0
9_47739,0.88407,5.93855,0
9_47740,1.0342,4.36646,0
9_47741,0.94895,6.32023,0
9_47742,0.78304,4.84952,0
9_47743,1.1127,4.41261,0
9_47744,0.83703,10.5108,0
9_47745,0.83168,11.8367,0
9_47746,1.0857,5.26116,0
9_47747,1.0857,5.26116,0
9_47748,0.97737,2.06213,0
9_47749,1.1033,4.07227,0
9_47750,1.0319,2.2589,0
9_47751,0.99914,9.75107,0
9_47752,1.0109,9.98149,0
9_47753,0.99914,9.75107,0
9_47754,1.0109,9.98149,0
9_47755,0.99914,9.75107,0
9_47756,1.0109,9.98149,0
9_47757,0.99067,4.99278,0
9_47758,1.003,1.87552,0
9_47759,0.88594,5.99765,0
9_47760,0.97865,2.14584,0
9_47761,0.83013,13.5025,0
9_47762,1.101,1.50476,0
9_47763,1.0887,5.29105,0
9_47764,1.1759,7.19241,0
9_47765,1.1635,6.78444,0
9_47766,1.0888,5.32796,0
9_47767,1.0062,3.17521,0
9_47768,1.1136,2.4996,0
9_47769,1.1136,2.4996,0
9_47770,1.1136,2.4996,0
9_47771,1.0706,2.49914,0
9_47772,0.96782,9.11986,0
9_47773,0.96782,9.11986,0
9_47774,1.0341,3.68985,0
9_47775,0.99603,2.31024,0
9_47776,0.97383,9.93344,0
9_47777,1.0875,2.23056,0
9_47778,1.0948,1.09937,0
9_47779,1.0965,1.1309,0
9_47780,0.86086,3.80174,0
9_47781,1.0594,3.0485,0
9_47782,0.9709,8.02085,0
9_47783,0.96137,9.49628,0
9_47784,1.1161,3.71381,0
9_47785,1.0922,1.49016,0
9_47786,1.0103,3.29992,0
9_47787,0.78459,4.78738,0
9_47788,0.9644,5.68654,0
9_47789,0.9421,3.79401,0
9_47790,0.78374,6.57662,0
9_47791,1.0747,1.76396,0
9_47792,1.149,2.52974,0
9_47793,0.96159,7.78331,0
9_47794,0.77358,20.1709,0
9_47795,0.77358,20.1709,0
9_47796,1.068,2.51801,0
9_47797,0.85288,3.86287,0
9_47798,0.85288,3.86287,0
9_47799,1.0668,1.53654,0
9_47800,0.9744,10.1494,0
9_47801,0.78729,5.25777,0
9_47802,1.072,1.76395,0
9_47803,1.0919,2.19327,0
9_47804,1.1504,5.84464,0
9_47805,1.0615,1.58637,0
9_47806,1.0765,2.65853,0
9_47807,0.9628,1.43751,0
9_47808,0.82989,13.9461,0
9_47809,0.96946,8.04425,0
9_47810,0.83234,13.9619,0
9_47811,0.87613,2.57251,0
9_47812,0.99878,2.09835,0
9_47813,0.84757,9.61074,0
9_47814,0.84757,9.61074,0
9_47815,1.0678,2.77863,0
9_47816,0.99672,10.6983,0
9_47817,0.85208,11.4639,0
9_47818,0.85208,11.4639,0
9_47819,1.0851,1.50066,0
9_47820,0.82609,6.76206,0
9_47821,0.78484,4.85991,0
9_47822,1.1158,6.233,0
9_47823,0.82669,14.0358,0
9_47824,1.0504,3.61818,0
9_47825,1.1094,1.71489,0
9_47826,1.1573,2.72444,0
9_47827,0.99528,2.85412,0
9_47828,1.1002,5.24475,0
9_47829,1.1002,5.24475,0
9_47830,1.1002,5.24475,0
9_47831,1.0127,10.6509,0
9_47832,1.0127,10.6509,0
9_47833,1.0127,10.6509,0
9_47834,1.0127,10.6509,0
9_47835,1.0127,10.6509,0
9_47836,1.0127,10.6509,0
9_47837,1.0127,10.6509,0
9_47838,1.0127,10.6509,0
9_47839,1.0497,3.51088,0
9_47840,1.118,3.82092,0
9_47841,1.118,3.82092,0
9_47842,1.0739,2.67053,0
9_47843,1.001,2.90665,0
9_47844,1.1102,4.14425,0
9_47845,0.83173,11.883,0
9_47846,0.94989,6.14469,0
9_47847,0.94119,3.35897,0
9_47848,1.1443,2.80514,0
9_47849,0.94131,3.88929,0
9_47850,0.83549,13.8556,0
9_47851,0.95844,1.85479,0
9_47852,0.84384,4.16044,0
9_47853,0.88898,5.61362,0
9_47854,0.76697,19.8096,0
9_47855,0.8286,14.2517,0
9_47856,0.94128,3.93368,0
9_47857,0.83621,14.2221,0
9_47858,1.0071,10.3383,0
9_47859,1.158,2.99166,0
9_47860,1.158,2.99166,0
9_47861,1.1778,7.40866,0
9_47862,1.1778,7.40866,0
9_47863,1.1778,7.40866,0
9_47864,1.1778,7.40866,0
9_47865,1.1778,7.40866,0
9_47866,1.1778,7.40866,0
9_47867,1.1778,7.40866,0
9_47868,1.1778,7.40866,0
9_47869,1.1778,7.40866,0
9_47870,1.1778,7.40866,0
9_47871,1.1778,7.40866,0
9_47872,1.1778,7.40866,0
9_47873,1.1778,7.40866,0
9_47874,1.1778,7.40866,0
9_47875,1.1903,7.82203,0
9_47876,1.0063,10.302,0
9_47877,0.84573,9.33878,0
9_47878,0.76664,20.0877,0
9_47879,0.99319,3.15402,0
9_47880,0.96266,6.60022,0
9_47881,0.87521,2.68955,0
9_47882,1.1442,7.56961,0
9_47883,1.1472,2.45643,0
9_47884,0.96677,4.76761,0
9_47885,1.0728,2.34884,0
9_47886,0.7688,20.0217,0
9_47887,0.98006,7.59679,0
9_47888,1.1471,6.94645,0
9_47889,0.97993,7.80504,0
9_47890,0.97529,8.3618,0
9_47891,1.0832,4.69655,0
9_47892,0.94505,3.47525,0
9_47893,1.0119,10.6518,0
9_47894,1.0088,10.5871,0
9_47895,0.80938,8.75273,0
9_47896,0.76759,20.3443,0
9_47897,0.82856,10.5844,0
9_47898,0.84093,12.0725,0
9_47899,0.95892,6.49895,0
9_47900,0.87406,2.73493,0
9_47901,1.195,4.64205,0
9_47902,1.195,4.64205,0
9_47903,0.76431,19.7866,0
9_47904,1.0717,4.48122,0
9_47905,1.0124,10.7974,0
9_47906,1.0124,10.7974,0
9_47907,1.0107,2.11699,0
9_47908,1.1521,2.99588,0
9_47909,1.0146,10.8601,0
9_47910,1.0106,10.7744,0
9_47911,0.97035,6.8022,0
9_47912,1.0135,10.8927,0
9_47913,1.1597,6.27795,0
9_47914,0.82984,14.4108,0
9_47915,1.0661,4.26101,0
9_47916,1.0128,10.7418,0
9_47917,1.0075,10.6298,0
9_47918,1.1333,7.68741,0
9_47919,1.1545,7.97757,0
9_47920,1.1412,6.60727,0
9_47921,1.1449,6.79167,0
9_47922,1.1529,5.73321,0
9_47923,0.84263,9.9752,0
9_47924,1.0147,10.8585,0
9_47925,1.0084,10.7251,0
9_47926,1.1085,1.75338,0
9_47927,1.0123,10.8502,0
9_47928,1.1247,5.16984,0
9_47929,1.0588,2.37772,0
9_47930,1.1004,2.49354,0
9_47931,1.1069,5.9474,0
9_47932,1.0638,2.40162,0
9_47933,0.84456,10.1358,0
9_47934,1.1296,4.25207,0
9_47935,1.1296,4.25207,0
9_47936,0.78093,4.90686,0
9_47937,1.0576,3.70632,0
9_47938,0.77112,21.004,0
9_47939,1.1092,2.13008,0
9_47940,0.77111,21.0127,0
9_47941,0.82759,11.7569,0
9_47942,1.1109,2.16347,0
9_47943,1.1388,5.32479,0
9_47944,0.76354,20.0874,0
9_47945,0.97184,8.33925,0
9_47946,0.83172,7.0509,0
9_47947,1.1789,7.5392,0
9_47948,0.91892,4.75267,0
9_47949,0.91892,4.75267,0
9_47950,0.91892,4.75267,0
