IDs,S,E,labels
9_19800,0.87433,20.5298,0
9_19801,1.0145,4.43206,0
9_19802,0.9958,19.4209,0
9_19803,0.86178,20.6494,0
9_19804,0.92196,7.28964,0
9_19805,0.86086,20.5282,0
9_19806,0.86506,20.6277,0
9_19807,0.86019,19.9083,0
9_19808,0.82647,17.5357,0
9_19809,0.86047,19.2726,0
9_19810,0.86032,19.2258,0
9_19811,0.82711,17.7915,0
9_19812,0.86244,20.1739,0
9_19813,0.82639,17.7941,0
9_19814,1.0096,12.0687,0
9_19815,0.92948,3.58404,0
9_19816,0.92948,3.58404,0
9_19817,0.86143,20.7223,0
9_19818,0.85924,18.041,0
9_19819,0.86268,17.9048,0
9_19820,0.8617,20.7845,0
9_19821,0.97337,8.17972,0
9_19822,0.97337,8.17972,0
9_19823,0.94552,10.5458,0
9_19824,1.1447,9.46548,0
9_19825,1.1447,9.46548,0
9_19826,0.93393,4.28645,0
9_19827,0.86328,20.1732,0
9_19828,0.94459,10.9922,0
9_19829,1.0042,10.4531,0
9_19830,0.96494,7.53527,0
9_19831,1.1722,11.1352,0
9_19832,1.1722,11.1352,0
9_19833,1.1722,11.1352,0
9_19834,1.1722,11.1352,0
9_19835,1.1722,11.1352,0
9_19836,1.1722,11.1352,0
9_19837,1.1722,11.1352,0
9_19838,1.1722,11.1352,0
9_19839,1.1722,11.1352,0
9_19840,1.1722,11.1352,0
9_19841,1.1722,11.1352,0
9_19842,1.1722,11.1352,0
9_19843,1.1722,11.1352,0
9_19844,0.86433,20.2722,0
9_19845,0.86797,20.3735,0
9_19846,0.97882,8.62499,0
9_19847,0.93477,5.44161,0
9_19848,0.86101,19.5241,0
9_19849,0.86654,21.0404,0
9_19850,0.85972,20.1094,0
9_19851,0.99504,19.8963,0
9_19852,0.89767,8.51733,0
9_19853,0.86189,20.5244,0
9_19854,0.86771,21.298,0
9_19855,0.96624,5.60334,0
9_19856,0.85985,20.1234,0
9_19857,0.86841,21.3617,0
9_19858,0.86959,21.2568,0
9_19859,0.86848,21.4014,0
9_19860,1.0021,10.5254,0
9_19861,1.0306,9.21165,0
9_19862,0.8719,20.6881,0
9_19863,0.87198,20.7636,0
9_19864,0.87078,21.522,0
9_19865,1.0042,11.3125,0
9_19866,1.0051,9.93267,0
9_19867,1.0032,10.31,0
9_19868,0.87222,21.7167,0
9_19869,0.87222,21.7167,0
9_19870,0.86249,19.7408,0
9_19871,0.96444,7.77935,0
9_19872,1.0117,10.8986,0
9_19873,0.86451,20.7378,0
9_19874,0.87328,21.7634,0
9_19875,0.87324,21.7771,0
9_19876,1.0127,10.9424,0
9_19877,1.1191,3.10115,0
9_19878,0.86493,21.2448,0
9_19879,0.99702,20.0365,0
9_19880,0.94479,11.1314,0
9_19881,0.99626,11.0361,0
9_19882,0.9925,9.87599,0
9_19883,0.8619,21.1694,0
9_19884,0.86483,19.8859,0
9_19885,0.99241,11.4641,0
9_19886,0.86633,21.4359,0
9_19887,1.017,4.6136,0
9_19888,0.86023,20.1752,0
9_19889,0.86255,21.233,0
9_19890,0.86617,21.4769,0
9_19891,0.86985,20.8179,0
9_19892,0.86268,18.6303,0
9_19893,0.86249,21.3155,0
9_19894,0.9734,18.8389,0
9_19895,0.8614,20.4598,0
9_19896,0.86812,21.5525,0
9_19897,0.86009,20.409,0
9_19898,0.99656,6.90518,0
9_19899,0.86769,20.5453,0
9_19900,0.86802,21.645,0
9_19901,1.0267,9.32255,0
9_19902,1.1432,9.539,0
9_19903,1.1432,9.539,0
9_19904,0.97269,19.0593,0
9_19905,0.97269,19.0593,0
9_19906,0.87146,20.9724,0
9_19907,1.0162,1.44175,0
9_19908,1.0162,1.44175,0
9_19909,0.86517,21.5003,0
9_19910,1.0175,4.81144,0
9_19911,1.0175,4.81144,0
9_19912,0.9717,8.57991,0
9_19913,0.9717,8.57991,0
9_19914,0.85554,19.5161,0
9_19915,0.86772,21.7209,0
9_19916,0.86785,21.7509,0
9_19917,0.9295,7.04919,0
9_19918,0.86621,19.9325,0
9_19919,1.1195,3.21267,0
9_19920,1.1195,3.21267,0
9_19921,0.98094,11.3813,0
9_19922,0.86075,19.6367,0
9_19923,0.8709,19.5617,0
9_19924,0.93138,4.69559,0
9_19925,0.86108,19.8289,0
9_19926,0.86241,16.9014,0
9_19927,0.86174,17.0789,0
9_19928,0.86675,21.8542,0
9_19929,0.86675,21.8542,0
9_19930,0.86088,19.0543,0
9_19931,0.94057,7.13879,0
9_19932,1.0309,9.72884,0
9_19933,0.86843,21.9437,0
9_19934,0.86372,20.0787,0
9_19935,0.86826,21.9833,0
9_19936,0.85903,18.5539,0
9_19937,0.85845,20.1595,0
9_19938,1.0022,10.9578,0
9_19939,0.9931,19.2693,0
9_19940,0.869,21.1007,0
9_19941,0.99406,19.341,0
9_19942,0.89853,7.41258,0
9_19943,0.99762,2.3931,0
9_19944,0.99762,2.3931,0
9_19945,0.86341,20.4014,0
9_19946,0.86382,19.2446,0
9_19947,0.85591,20.0972,0
9_19948,0.99398,8.8669,0
9_19949,0.99398,8.8669,0
9_19950,1.0167,5.71935,0
9_19951,0.86495,21.0262,0
9_19952,0.86795,21.1731,0
9_19953,0.86409,20.9938,0
9_19954,0.85889,20.0503,0
9_19955,0.8552,20.0272,0
9_19956,1.0156,6.76384,0
9_19957,0.86345,20.607,0
9_19958,0.99373,19.5338,0
9_19959,0.86012,20.1278,0
9_19960,0.86916,21.3155,0
9_19961,0.91612,9.68847,0
9_19962,0.8607,19.0447,0
9_19963,0.9381,7.67034,0
9_19964,1.0339,6.35642,0
9_19965,0.87043,21.3379,0
9_19966,0.86173,20.3217,0
9_19967,0.85839,19.926,0
9_19968,0.86064,20.9472,0
9_19969,1.0055,13.9055,0
9_19970,1.0145,12.8152,0
9_19971,1.0082,14.0675,0
9_19972,0.86424,21.1703,0
9_19973,0.8695,21.3755,0
9_19974,0.87038,14.6615,0
9_19975,0.86793,21.3559,0
9_19976,0.9913,18.0743,0
9_19977,0.85922,17.6918,0
9_19978,0.85938,20.4242,0
9_19979,0.9025,6.12551,0
9_19980,0.85875,20.9364,0
9_19981,0.85926,20.4314,0
9_19982,0.85602,20.3361,0
9_19983,1.0172,12.848,0
9_19984,1.0007,20.2247,0
9_19985,1.0007,20.2247,0
9_19986,0.86066,20.9168,0
9_19987,0.99184,10.1065,0
9_19988,1.0215,2.20143,0
9_19989,1.0215,2.20143,0
9_19990,1.0188,13.0495,0
9_19991,0.92879,8.40921,0
9_19992,0.92879,8.40921,0
9_19993,0.85784,20.1763,0
9_19994,0.86874,21.5313,0
9_19995,1.0669,5.27004,0
9_19996,1.0669,5.27004,0
9_19997,0.87156,21.1418,0
9_19998,1.0455,4.68966,0
9_19999,1.0359,4.27518,0
9_20000,1.0359,4.27518,0
9_20001,0.87225,21.1963,0
9_20002,0.87225,21.1963,0
9_20003,0.86213,20.8317,0
9_20004,0.86931,21.5997,0
9_20005,0.86013,17.0649,0
9_20006,0.97221,10.1157,0
9_20007,0.86988,21.6218,0
9_20008,0.93939,7.05539,0
9_20009,0.86719,21.5453,0
9_20010,0.97492,9.30415,0
9_20011,0.99502,20.1194,0
9_20012,0.8652,21.4754,0
9_20013,0.87107,20.973,0
9_20014,0.87107,20.973,0
9_20015,0.87107,20.973,0
9_20016,0.87107,20.973,0
9_20017,1.1177,4.83517,0
9_20018,1.1177,4.83517,0
9_20019,0.87282,21.603,0
9_20020,0.86977,19.0333,0
9_20021,0.85529,20.737,0
9_20022,0.87035,18.7117,0
9_20023,0.97701,9.38768,0
9_20024,0.86609,19.0932,0
9_20025,0.86614,19.0584,0
9_20026,1.0025,11.3587,0
9_20027,0.87249,21.5833,0
9_20028,0.92746,7.93003,0
9_20029,0.92892,8.04504,0
9_20030,1.0347,6.44773,0
9_20031,1.0347,6.44773,0
9_20032,0.85647,20.7702,0
9_20033,0.86735,20.3959,0
9_20034,1.1408,8.98426,0
9_20035,1.1408,8.98426,0
9_20036,0.8621,21.4097,0
9_20037,0.86736,20.8707,0
9_20038,1.0058,11.589,0
9_20039,0.86366,20.8329,0
9_20040,0.99739,20.4352,0
9_20041,0.85394,20.5842,0
9_20042,0.99059,17.2403,0
9_20043,0.86474,21.5933,0
9_20044,0.99935,20.606,0
9_20045,1.0004,20.6754,0
9_20046,0.98389,12.5856,0
9_20047,0.87049,21.9051,0
9_20048,0.98432,12.6187,0
9_20049,1.0254,1.94078,0
9_20050,0.87192,21.9868,0
9_20051,0.86774,20.5601,0
9_20052,0.85577,20.9283,0
9_20053,1.0072,12.0207,0
9_20054,1.1176,8.85162,0
9_20055,1.1176,8.85162,0
9_20056,1.1362,8.5766,0
9_20057,1.1362,8.5766,0
9_20058,0.85656,21.0535,0
9_20059,0.87185,21.8638,0
9_20060,1.0187,2.31583,0
9_20061,1.0187,2.31583,0
9_20062,0.87077,21.7431,0
9_20063,1.0736,1.89606,0
9_20064,1.0736,1.89606,0
9_20065,1.0736,1.89606,0
9_20066,0.97523,3.89899,0
9_20067,0.86108,21.5511,0
9_20068,0.87393,22.0905,0
9_20069,0.85521,21.0733,0
9_20070,0.86793,21.9019,0
9_20071,0.8714,22.1055,0
9_20072,0.98617,2.59964,0
9_20073,0.95822,12.9681,0
9_20074,0.95795,12.9897,0
9_20075,0.85952,21.1766,0
9_20076,0.86524,21.8085,0
9_20077,0.99273,7.24172,0
9_20078,0.8681,21.2277,0
9_20079,0.85547,21.1983,0
9_20080,0.86621,21.2189,0
9_20081,0.93054,4.42691,0
9_20082,1.0408,6.67029,0
9_20083,1.1486,9.79336,0
9_20084,1.1486,9.79336,0
9_20085,1.0084,14.2518,0
9_20086,0.86817,22.0119,0
9_20087,1.0165,14.4743,0
9_20088,0.86915,22.0793,0
9_20089,0.86307,21.4315,0
9_20090,0.85393,20.9551,0
9_20091,0.86953,21.1358,0
9_20092,0.85855,19.3821,0
9_20093,1.149,9.4291,0
9_20094,1.149,9.4291,0
9_20095,0.87105,21.266,0
9_20096,0.87041,21.9192,0
9_20097,0.86786,19.4382,0
9_20098,1.0761,3.0732,0
9_20099,1.0761,3.0732,0
9_20100,1.0209,14.8441,0
9_20101,0.93471,7.92793,0
9_20102,0.98792,19.4486,0
9_20103,0.98792,19.4486,0
9_20104,0.98792,19.4486,0
9_20105,0.98792,19.4486,0
9_20106,0.98792,19.4486,0
9_20107,0.98792,19.4486,0
9_20108,0.98792,19.4486,0
9_20109,0.98792,19.4486,0
9_20110,0.99126,7.3956,0
9_20111,0.872,22.1165,0
9_20112,0.86193,20.6594,0
9_20113,0.86428,19.8492,0
9_20114,0.85752,21.1624,0
9_20115,0.87834,16.4546,0
9_20116,0.8754,16.4224,0
9_20117,1.1651,4.24558,0
9_20118,1.1651,4.24558,0
9_20119,1.1651,4.24558,0
9_20120,1.1651,4.24558,0
9_20121,1.1181,5.09043,0
9_20122,1.1181,5.09043,0
9_20123,1.0902,4.21943,0
9_20124,1.0902,4.21943,0
9_20125,1.0902,4.21943,0
9_20126,0.86922,21.9808,0
9_20127,0.85848,21.3679,0
9_20128,0.86956,22.084,0
9_20129,0.8687,22.2608,0
9_20130,1.0127,10.7265,0
9_20131,0.99444,12.893,0
9_20132,0.85715,20.1251,0
9_20133,1.012,12.2488,0
9_20134,1.0005,18.4924,0
9_20135,1.0005,18.4924,0
9_20136,1.0111,1.73824,0
9_20137,1.0018,10.6981,0
9_20138,0.85909,21.5191,0
9_20139,0.86887,18.7759,0
9_20140,1.0163,13.7984,0
9_20141,0.99633,13.5754,0
9_20142,0.86709,21.3879,0
9_20143,0.87129,22.2503,0
9_20144,0.87129,22.2503,0
9_20145,0.85744,21.3658,0
9_20146,1.0231,15.0116,0
9_20147,0.98857,13.1034,0
9_20148,1.0151,10.8125,0
9_20149,0.85477,21.2736,0
9_20150,0.86878,21.5036,0
9_20151,0.85354,20.0881,0
9_20152,0.85491,21.3706,0
9_20153,0.99018,10.5421,0
9_20154,1.1098,3.96145,0
9_20155,1.1098,3.96145,0
9_20156,1.1098,3.96145,0
9_20157,1.1098,3.96145,0
9_20158,0.86537,19.1437,0
9_20159,0.85621,20.2709,0
9_20160,1.1558,10.1818,0
9_20161,1.1558,10.1818,0
9_20162,0.85741,21.6334,0
9_20163,0.86934,21.6225,0
9_20164,0.87075,22.3748,0
9_20165,0.85327,20.3078,0
9_20166,0.87219,22.5204,0
9_20167,1.0054,6.89889,0
9_20168,1.0054,6.89889,0
9_20169,0.85814,21.6586,0
9_20170,0.97976,6.31405,0
9_20171,0.97976,6.31405,0
9_20172,0.95314,4.1926,0
9_20173,0.95314,4.1926,0
9_20174,1.0159,1.55655,0
9_20175,1.0159,1.55655,0
9_20176,0.8557,21.6134,0
9_20177,0.99254,12.1304,0
9_20178,1.0134,5.07001,0
9_20179,1.0134,5.07001,0
9_20180,0.86414,21.8773,0
9_20181,0.97043,10.1766,0
9_20182,1.1257,5.30361,0
9_20183,1.1257,5.30361,0
9_20184,0.86435,21.9215,0
9_20185,0.85265,20.6632,0
9_20186,1.0433,6.90963,0
9_20187,0.98912,10.515,0
9_20188,0.86491,22.0053,0
9_20189,0.86556,22.0471,0
9_20190,0.92775,4.91527,0
9_20191,0.973,12.1289,0
9_20192,1.1298,3.84013,0
9_20193,1.1298,3.84013,0
9_20194,0.972,10.2797,0
9_20195,0.94354,8.06196,0
9_20196,0.97186,12.415,0
9_20197,0.97317,10.8647,0
9_20198,0.97173,12.449,0
9_20199,0.99365,13.4965,0
9_20200,1.0414,1.75513,0
9_20201,1.0414,1.75513,0
9_20202,1.0414,1.75513,0
9_20203,1.0414,1.75513,0
9_20204,0.85233,20.8977,0
9_20205,1.0765,1.31323,0
9_20206,0.96464,9.99305,0
9_20207,0.86331,22.16,0
9_20208,1.0147,1.70177,0
9_20209,1.0147,1.70177,0
9_20210,1.156,10.3497,0
9_20211,1.156,10.3497,0
9_20212,1.0342,0.55511,0
9_20213,0.96086,12.6034,0
9_20214,1.0182,14.4049,0
9_20215,0.86362,22.2407,0
9_20216,0.86579,21.03,0
9_20217,1.1602,10.5124,0
9_20218,1.1602,10.5124,0
9_20219,0.9865,20.4091,0
9_20220,0.9865,20.4091,0
9_20221,0.8647,21.2988,0
9_20222,1.009,11.8657,0
9_20223,1.1296,5.47565,0
9_20224,1.1296,5.47565,0
9_20225,1.0219,1.89895,0
9_20226,1.0219,1.89895,0
9_20227,0.86239,22.4301,0
9_20228,1.0736,3.30082,0
9_20229,1.0736,3.30082,0
9_20230,1.0736,3.30082,0
9_20231,1.0736,3.30082,0
9_20232,0.86237,22.4461,0
9_20233,1.1288,4.14214,0
9_20234,1.1288,4.14214,0
9_20235,0.86402,21.6014,0
9_20236,0.85355,21.2712,0
9_20237,0.90603,7.51844,0
9_20238,0.86785,21.5964,0
9_20239,0.97554,6.99282,0
9_20240,0.96979,12.4889,0
9_20241,0.96976,12.4942,0
9_20242,0.96976,12.4948,0
9_20243,0.85312,19.8802,0
9_20244,0.86743,21.7622,0
9_20245,1.0133,14.6356,0
9_20246,0.86555,21.7958,0
9_20247,1.0929,3.82806,0
9_20248,1.0929,3.82806,0
9_20249,1.0929,3.82806,0
9_20250,1.0929,3.82806,0
9_20251,0.86204,17.3052,0
9_20252,1.0769,1.46405,0
9_20253,0.92847,4.55481,0
9_20254,0.86663,22.0468,0
9_20255,0.92773,5.54257,0
9_20256,0.85251,21.171,0
9_20257,0.93016,8.62052,0
9_20258,0.85223,19.7859,0
9_20259,0.9299,8.67066,0
9_20260,0.86259,22.0896,0
9_20261,1.0041,10.7531,0
9_20262,1.0203,15.3493,0
9_20263,0.86771,22.3184,0
9_20264,0.86919,22.2967,0
9_20265,1.09,8.0804,0
9_20266,1.09,8.0804,0
9_20267,0.96312,11.5994,0
9_20268,0.99741,7.00918,0
9_20269,0.98851,19.2657,0
9_20270,0.86841,22.3494,0
9_20271,0.86893,22.3923,0
9_20272,0.86963,22.4172,0
9_20273,0.85072,20.5477,0
9_20274,1.1299,4.28502,0
9_20275,1.1299,4.28502,0
9_20276,1.0839,7.78282,0
9_20277,1.0839,7.78282,0
9_20278,0.86884,22.4977,0
9_20279,0.96756,7.04772,0
9_20280,1.1294,4.38427,0
9_20281,1.1294,4.38427,0
9_20282,0.86779,22.6111,0
9_20283,0.86779,22.6111,0
9_20284,0.85052,20.9888,0
9_20285,0.96107,13.0541,0
9_20286,0.98901,18.7513,0
9_20287,1.0661,5.46736,0
9_20288,1.0661,5.46736,0
9_20289,1.0396,2.08591,0
9_20290,1.0954,8.5438,0
9_20291,1.0954,8.5438,0
9_20292,0.96837,10.7315,0
9_20293,0.98739,3.0641,0
9_20294,1.0118,14.6599,0
9_20295,0.96803,12.9898,0
9_20296,0.99302,12.4793,0
9_20297,0.96753,11.8621,0
9_20298,0.85318,21.7232,0
9_20299,0.85168,21.6046,0
9_20300,1.0167,15.1496,0
9_20301,0.85996,21.9492,0
9_20302,0.92471,5.35646,0
9_20303,0.85222,21.9096,0
9_20304,0.99415,11.8429,0
9_20305,1.0011,3.61932,0
9_20306,0.96047,12.3791,0
9_20307,0.98873,21.4154,0
9_20308,1.1364,3.87898,0
9_20309,1.1364,3.87898,0
9_20310,1.1364,3.87898,0
9_20311,1.0823,7.96437,0
9_20312,1.0823,7.96437,0
9_20313,0.86046,21.6265,0
9_20314,1.017,1.93369,0
9_20315,1.017,1.93369,0
9_20316,0.99639,20.2952,0
9_20317,0.851,21.4208,0
9_20318,0.99564,12.2365,0
9_20319,0.98793,21.5872,0
9_20320,0.98793,21.5872,0
9_20321,0.9958,12.2814,0
9_20322,0.96761,3.89812,0
9_20323,1.0031,10.9263,0
9_20324,0.95788,13.2816,0
9_20325,1.0243,15.6118,0
9_20326,0.866,23.5759,0
9_20327,0.866,23.5759,0
9_20328,0.866,23.5759,0
9_20329,0.866,23.5759,0
9_20330,0.866,23.5759,0
9_20331,0.866,23.5759,0
9_20332,0.866,23.5759,0
9_20333,1.1304,4.0082,0
9_20334,0.866,23.5759,0
9_20335,1.1797,4.697,0
9_20336,0.866,23.5759,0
9_20337,0.866,23.5759,0
9_20338,0.866,23.5759,0
9_20339,1.1304,4.0082,0
9_20340,1.1304,4.0082,0
9_20341,1.1304,4.0082,0
9_20342,0.866,23.5759,0
9_20343,1.1797,4.697,0
9_20344,1.1797,4.697,0
9_20345,1.1797,4.697,0
9_20346,0.866,23.5759,0
9_20347,0.866,23.5759,0
9_20348,0.866,23.5759,0
9_20349,0.866,23.5759,0
9_20350,0.99826,20.5316,0
9_20351,1.0183,4.15231,0
9_20352,0.99966,5.99887,0
9_20353,0.85803,22.3294,0
9_20354,0.85803,22.3294,0
9_20355,0.90995,7.9855,0
9_20356,1.0201,4.91386,0
9_20357,0.99412,10.6487,0
9_20358,0.98761,20.4541,0
9_20359,0.9652,6.97401,0
9_20360,1.0746,7.58961,0
9_20361,1.0746,7.58961,0
9_20362,0.94218,10.8373,0
9_20363,0.84836,21.1899,0
9_20364,0.86348,21.9295,0
9_20365,0.86348,21.9295,0
9_20366,0.86348,21.9295,0
9_20367,0.86348,21.9295,0
9_20368,1.0056,11.3035,0
9_20369,0.85096,21.2473,0
9_20370,0.85041,21.2249,0
9_20371,0.85028,21.2105,0
9_20372,0.8502,21.2093,0
9_20373,0.96802,5.83336,0
9_20374,0.97054,8.8623,0
9_20375,0.85015,21.6036,0
9_20376,0.92015,5.70907,0
9_20377,0.99957,11.4608,0
9_20378,1.021,2.26776,0
9_20379,1.021,2.26776,0
9_20380,0.96557,12.7189,0
9_20381,0.99797,10.8488,0
9_20382,1.0785,7.97846,0
9_20383,1.0785,7.97846,0
9_20384,0.8627,22.4847,0
9_20385,0.97933,10.5658,0
9_20386,1.0243,15.9085,0
9_20387,1.0049,11.9489,0
9_20388,0.98633,20.6599,0
9_20389,0.96813,13.4198,0
9_20390,0.86529,22.5497,0
9_20391,1.1358,4.19894,0
9_20392,1.1358,4.19894,0
9_20393,0.86543,22.561,0
9_20394,0.92406,5.29918,0
9_20395,1.1092,5.27171,0
9_20396,1.1092,5.27171,0
9_20397,1.1092,5.27171,0
9_20398,0.97851,10.9799,0
9_20399,1.025,15.9716,0
9_20400,1.1258,10.059,0
9_20401,1.1258,10.059,0
9_20402,1.1258,10.059,0
9_20403,1.1258,10.059,0
9_20404,1.1258,10.059,0
9_20405,1.1258,10.059,0
9_20406,1.1258,10.059,0
9_20407,1.1258,10.059,0
9_20408,0.85019,21.8294,0
9_20409,0.90025,7.7004,0
9_20410,0.89659,9.49433,0
9_20411,1.0825,1.38566,0
9_20412,1.0257,16.0514,0
9_20413,1.1357,4.27582,0
9_20414,1.1357,4.27582,0
9_20415,1.1357,4.27582,0
9_20416,0.97101,11.183,0
9_20417,0.98928,20.9875,0
9_20418,0.9965,21.3754,0
9_20419,0.9965,21.3754,0
9_20420,1.0093,12.2083,0
9_20421,0.85881,22.7193,0
9_20422,1.019,2.1284,0
9_20423,0.95675,13.5414,0
9_20424,0.86236,22.5097,0
9_20425,1.1311,4.18549,0
9_20426,1.1311,4.18549,0
9_20427,1.1311,4.18549,0
9_20428,1.1311,4.18549,0
9_20429,0.95857,8.08947,0
9_20430,0.85845,22.7821,0
9_20431,0.95653,13.6272,0
9_20432,1.0192,4.22617,0
9_20433,1.0192,4.22617,0
9_20434,0.8636,22.6581,0
9_20435,0.8636,22.6581,0
9_20436,1.0279,5.38972,0
9_20437,1.0099,11.6106,0
9_20438,1.1605,10.3564,0
9_20439,1.1605,10.3564,0
9_20440,1.0117,9.7213,0
9_20441,1.0117,9.7213,0
9_20442,0.90243,10.1275,0
9_20443,0.89037,7.84198,0
9_20444,0.89037,7.84198,0
9_20445,1.0568,2.4795,0
9_20446,1.0573,2.49506,0
9_20447,1.1657,10.4571,0
9_20448,1.1657,10.4571,0
9_20449,1.0001,2.17856,0
9_20450,0.99639,21.7067,0
9_20451,0.99639,21.7067,0
9_20452,0.95802,12.9421,0
9_20453,0.86175,22.8166,0
9_20454,0.86052,22.6701,0
9_20455,0.97702,9.18743,0
9_20456,1.1458,10.1938,0
9_20457,1.1458,10.1938,0
9_20458,0.86016,22.739,0
9_20459,0.99662,10.108,0
9_20460,1.0094,7.35845,0
9_20461,0.86359,23.0914,0
9_20462,0.86359,23.0914,0
9_20463,0.98782,21.403,0
9_20464,0.9878,21.4694,0
9_20465,0.99542,21.7825,0
9_20466,0.99628,21.8522,0
9_20467,1.0308,16.5622,0
9_20468,1.0308,16.5622,0
9_20469,1.0308,16.5622,0
9_20470,0.9579,12.8091,0
9_20471,0.92231,5.61478,0
9_20472,0.99005,7.62699,0
9_20473,1.015,2.3827,0
9_20474,0.84915,20.6861,0
9_20475,0.95702,13.2794,0
9_20476,0.86158,22.9645,0
9_20477,0.86132,22.9832,0
9_20478,0.8605,22.9437,0
9_20479,0.86312,23.1275,0
9_20480,0.8638,23.2104,0
9_20481,0.97301,13.9795,0
9_20482,1.0006,13.0877,0
9_20483,0.97365,14.0129,0
9_20484,1.0253,4.40134,0
9_20485,1.17,4.7994,0
9_20486,1.17,4.7994,0
9_20487,1.17,4.7994,0
9_20488,1.17,4.7994,0
9_20489,0.90247,10.5473,0
9_20490,0.98181,11.6476,0
9_20491,0.86177,23.1477,0
9_20492,1.0013,10.2807,0
9_20493,0.86303,23.2583,0
9_20494,0.97999,1.74822,0
9_20495,1.1479,10.5021,0
9_20496,1.1479,10.5021,0
9_20497,0.86643,20.7054,0
9_20498,0.86643,20.7054,0
9_20499,0.86643,20.7054,0
9_20500,0.86643,20.7054,0
9_20501,1.005,12.8372,0
9_20502,1.0048,12.8315,0
9_20503,1.0048,12.8308,0
9_20504,0.86318,23.2992,0
9_20505,0.96317,12.6914,0
9_20506,0.98954,11.9052,0
9_20507,0.96071,12.921,0
9_20508,0.85749,21.3577,0
9_20509,0.85135,21.6949,0
9_20510,0.861,22.1931,0
9_20511,0.86108,22.2123,0
9_20512,0.86108,22.2123,0
9_20513,1.1613,4.24919,0
9_20514,1.1613,4.24919,0
9_20515,1.1613,4.24919,0
9_20516,1.1613,4.24919,0
9_20517,1.1613,4.24919,0
9_20518,1.1613,4.24919,0
9_20519,1.1613,4.24919,0
9_20520,1.1613,4.24919,0
9_20521,1.1613,4.24919,0
9_20522,1.1526,10.6565,0
9_20523,1.1526,10.6565,0
9_20524,0.98215,11.8104,0
9_20525,0.8611,23.2173,0
9_20526,1.0019,13.232,0
9_20527,0.9572,13.9057,0
9_20528,0.84947,19.6126,0
9_20529,0.86257,23.3781,0
9_20530,0.86225,23.366,0
9_20531,0.92124,5.68422,0
9_20532,0.86293,23.4212,0
9_20533,1.0079,7.91996,0
9_20534,1.0082,5.44798,0
9_20535,1.0082,5.44798,0
9_20536,0.86049,23.2099,0
9_20537,0.99763,11.7739,0
9_20538,0.86056,23.2551,0
9_20539,0.84769,21.1548,0
9_20540,0.99614,22.4167,0
9_20541,0.99614,22.4167,0
9_20542,0.99614,22.4167,0
9_20543,0.99614,22.4167,0
9_20544,0.99614,22.4167,0
9_20545,0.99614,22.4167,0
9_20546,0.99305,12.7876,0
9_20547,0.97815,9.3614,0
9_20548,0.8625,23.4524,0
9_20549,0.86264,23.503,0
9_20550,0.95696,14.1648,0
9_20551,0.96038,0.999678,0
9_20552,0.99512,13.0656,0
9_20553,0.8638,23.6193,0
9_20554,0.86339,23.586,0
9_20555,0.86403,23.6422,0
9_20556,0.86398,23.6396,0
9_20557,0.84728,21.3567,0
9_20558,0.99375,10.2471,0
9_20559,0.95741,13.6968,1
9_20560,0.96315,10.5984,0
9_20561,1.0174,1.01071,0
9_20562,0.96509,13.1927,0
9_20563,0.923,11.2468,0
9_20564,0.98969,21.8314,0
9_20565,0.95772,14.249,0
9_20566,0.86163,23.572,0
9_20567,0.86298,23.7135,0
9_20568,0.86357,23.7538,0
9_20569,0.86371,23.7743,1
9_20570,0.98704,21.4612,0
9_20571,0.86009,22.9068,0
9_20572,1.0004,2.4658,0
9_20573,1.069,2.04791,0
9_20574,1.069,2.04791,0
9_20575,1.069,2.04791,0
9_20576,1.069,2.04791,0
9_20577,1.069,2.04791,0
9_20578,1.069,2.04791,0
9_20579,1.069,2.04791,0
9_20580,1.069,2.04791,0
9_20581,1.069,2.04791,0
9_20582,1.069,2.04791,0
9_20583,1.069,2.04791,0
9_20584,1.069,2.04791,0
9_20585,1.069,2.04791,0
9_20586,1.069,2.04791,0
9_20587,1.069,2.04791,0
9_20588,1.069,2.04791,0
9_20589,1.069,2.04791,0
9_20590,1.069,2.04791,0
9_20591,1.069,2.04791,0
9_20592,1.069,2.04791,0
9_20593,1.069,2.04791,0
9_20594,1.069,2.04791,0
9_20595,1.069,2.04791,0
9_20596,1.069,2.04791,0
9_20597,1.0093,12.574,0
9_20598,0.85959,22.9247,0
9_20599,1.0421,2.53464,0
9_20600,0.99104,22.1534,0
9_20601,0.86109,23.0733,0
9_20602,0.99624,13.2653,0
9_20603,1.0028,12.082,0
9_20604,1.0358,5.66042,0
9_20605,1.0358,5.66042,0
9_20606,1.0068,3.35777,0
9_20607,1.0068,3.35777,0
9_20608,0.99041,22.2283,0
9_20609,0.95677,14.4065,0
9_20610,0.99099,22.3373,0
9_20611,1.1561,10.7952,0
9_20612,1.1561,10.7952,0
9_20613,0.95867,9.14763,0
9_20614,1.0279,4.58458,0
9_20615,0.99763,22.7591,0
9_20616,0.99825,22.8217,0
9_20617,0.92737,8.37966,0
9_20618,1.0099,10.6047,0
9_20619,1.0099,10.6047,0
9_20620,0.95605,14.2768,0
9_20621,0.96615,14.0866,0
9_20622,1.1631,11.1224,0
9_20623,1.1631,11.1224,0
9_20624,0.84618,20.6994,0
9_20625,0.84607,20.6714,0
9_20626,0.99377,13.3168,0
9_20627,0.9934,13.3072,0
9_20628,0.96076,12.8928,0
9_20629,0.96428,13.3883,0
